17,DWSN,SONM,BATL,MARPS,HCTI,GNLN,SKYQ,NEHC,MULN,BNZI,BRN,SLRX,PCSA,HSDT,DFLI,XTIA,HUSA


12,ACXP,EYEN,RELI,SLRX,XTIA,EONR,PCSA,PRPH,BKYI,AZTR,SRM,MULN


12,MRIN,RELI,MTR,HSDT,BLNE,WHLR,TPET,EKSO,HUSA,MULN,EYEN,CERO


MARKET HOLIDAY


10,LUCY,MITQ,SRM,PCSA,DFLI,AIFF,GPUS,HUSA,MBRX,ICU


