11,KNW,CTXR,SNPX,DGLY,ELAB,UAVS,NCL,MNTS,MULN,EYEN,NUWE


10,MRIN,ARAI,WINT,SHPH,TNFA,NUWE,VTAK,KNW,HSDT,MULN


11,XTIA,NUWE,NAOV,SNPX,HSDT,HCTI,KNW,NCL,FOXO,MULN,ADIL


17,GNLN,KLTO,RSLS,HUSA,KNW,NEHC,IPA,CYCC,ONCO,CETX,XTIA,SOAR,YHC,MULN,SHPH,INTS,HSDT


9,USEG,NINE,EONR,NUKK,TPET,CETX,HSDT,HCTI,MULN


